L,c,mu,mu_G,M,M_V,M_G,dataset,experiment
0.8508371707593932,2.170125811787978e-05,1,1,0.00010228082304408424,204108.35566790562,204109.35566790562,diabetes,linear_fixed_deg3
0.8277985085129833,2.170125811787978e-05,1,1,0.00010228082304408424,204108.35566790562,204109.35566790562,diabetes,linear_fixed
3.3342830161598775,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed
3.378320714885518,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed
3.2402229754415557,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed
3.3776501133919243,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed
3.5260805665890325,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed
3.5815866890702446,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed
3.2514995403694043,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed
3.642761760554655,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
3.0928567483494445,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
3.2530237891776674,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
3.3133241012193646,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
3.4608405029735825,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
3.432525153505279,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
3.4729650843322872,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
3.7212141399594234,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
3.3226895837814476,0.009469108422582874,1,1,0.0010999999999999996,407103.8020019677,407104.8020019677,diabetes,linear_fixed,1462.0231895363197
